user,employee_name,department,role,login_time,logout_time,session_duration_hrs,source_ip,location,auth_method,success,is_weekend
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-01-05 08:47:49.571102,2024-01-05 17:27:02.160314,8.65,10.239.184.75,HQ-NewYork,SSO,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-01-05 08:31:11.621939,2024-01-05 19:22:02.109862,10.85,10.99.49.236,Office-Bangalore,password,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-01-05 09:37:32.079608,2024-01-05 16:59:13.098627,7.36,10.211.1.73,Office-London,SSO,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-01-05 09:30:45.811331,2024-01-05 18:48:35.544616,9.3,10.142.196.140,Office-Bangalore,password,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-01-06 10:10:53.981981,2024-01-06 16:49:11.128855,6.64,10.68.36.64,Office-Bangalore,MFA,1,1
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-01-06 07:56:58.081308,2024-01-06 16:55:31.986174,8.98,10.105.125.124,HQ-NewYork,SSO,1,1
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-01-06 07:37:45.591602,2024-01-06 13:43:44.536895,6.1,10.49.76.56,Remote,certificate,1,1
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-01-06 09:31:05.671018,2024-01-06 19:07:30.785993,9.61,10.145.26.19,HQ-NewYork,SSO,1,1
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-01-06 09:59:33.576204,2024-01-06 18:10:35.914972,8.18,10.33.50.108,Office-Bangalore,password,1,1
EMP-1060,Cynthia Taylor,Operations,Logistics Coordinator,2024-01-06 06:24:02.133406,2024-01-06 15:35:19.584895,9.19,10.152.145.170,Office-Berlin,certificate,1,1
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-01-06 10:12:58.354887,2024-01-06 20:52:20.255068,10.66,10.213.240.23,Office-London,password,1,1
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-01-06 08:42:58.356765,2024-01-06 18:09:46.496376,9.45,10.224.4.147,Remote,certificate,1,1
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-01-06 07:09:41.954922,2024-01-06 12:38:43.742509,5.48,10.226.179.125,Office-SanFrancisco,certificate,1,1
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-01-06 08:18:11.110695,2024-01-06 19:00:55.486739,10.71,10.99.49.236,Office-Bangalore,SSO,1,1
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-01-07 08:08:54.441879,2024-01-07 15:59:19.276748,7.84,10.119.98.70,Office-Berlin,SSO,1,1
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-01-07 07:59:08.217520,2024-01-07 13:51:00.175943,5.86,10.222.187.14,Office-Bangalore,SSO,1,1
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-01-07 07:01:49.265771,2024-01-07 13:08:36.546225,6.11,10.221.61.104,HQ-NewYork,SSO,1,1
EMP-1039,Donald Lee,Marketing,Content Strategist,2024-01-07 11:07:06.341468,2024-01-07 19:57:14.655686,8.84,10.189.237.86,Office-Bangalore,MFA,1,1
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-01-07 09:17:09.619776,2024-01-07 17:59:24.488175,8.7,10.107.227.162,Office-Bangalore,password,1,1
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-01-07 09:10:27.210278,2024-01-07 15:30:12.061784,6.33,10.206.119.171,HQ-NewYork,password,1,1
EMP-1062,Carol Baker,Finance,Controller,2024-01-07 06:36:16.203842,2024-01-07 18:25:50.173993,11.83,10.214.21.121,Office-London,password,0,1
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-01-07 09:53:01.475054,2024-01-07 16:29:00.595190,6.6,10.70.158.207,Office-SanFrancisco,certificate,1,1
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-01-07 09:09:03.629816,2024-01-07 18:31:40.838522,9.38,10.8.127.218,Office-Berlin,SSO,1,1
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-01-07 11:02:46.736498,2024-01-07 19:06:34.289791,8.06,10.143.195.62,Office-SanFrancisco,SSO,1,1
EMP-1074,Laura Williams,Sales,Sales Rep,2024-01-07 08:38:21.471466,2024-01-07 16:36:44.697473,7.97,10.178.63.79,Office-London,password,1,1
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-01-07 10:50:27.810019,2024-01-07 18:02:01.332199,7.19,10.142.4.142,Remote,password,1,1
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-01-07 09:47:23.477658,2024-01-07 19:34:55.744769,9.79,10.239.184.75,HQ-NewYork,password,1,1
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-01-08 10:06:26.484793,2024-01-08 20:00:15.542499,9.9,10.179.109.88,Office-London,password,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-01-08 08:53:41.979137,2024-01-08 15:00:57.847050,6.12,10.25.92.217,HQ-NewYork,MFA,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-01-08 10:07:52.300558,2024-01-08 17:03:47.342030,6.93,10.21.142.76,Office-Berlin,password,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-01-08 08:45:37.703783,2024-01-08 15:02:30.960894,6.28,10.253.21.219,Remote,MFA,1,0
EMP-1005,Timothy Scott,Legal,Legal Manager,2024-01-08 10:01:31.952507,2024-01-08 14:30:32.140943,4.48,10.95.91.54,Remote,certificate,1,0
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-01-08 08:47:03.913936,2024-01-08 17:12:53.895277,8.43,10.119.98.70,Office-Berlin,certificate,1,0
EMP-1007,Dennis Jimenez,Executive,CEO,2024-01-08 09:42:45.916365,2024-01-08 17:45:04.550364,8.04,10.103.69.17,Office-SanFrancisco,password,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-01-08 08:56:41.648377,2024-01-08 16:12:01.303892,7.26,10.68.36.64,Office-Bangalore,password,1,0
EMP-1009,Justin Phillips,Marketing,Marketing Manager,2024-01-08 07:32:32.998081,2024-01-08 16:13:40.530254,8.69,10.127.24.194,Office-SanFrancisco,certificate,1,0
EMP-1010,Karen Watson,Operations,Project Manager,2024-01-08 09:56:26.536538,2024-01-08 19:32:49.271743,9.61,10.17.99.98,Remote,MFA,1,0
EMP-1011,Stephen Johnson,Engineering,Software Engineer,2024-01-08 07:59:59.291213,2024-01-08 14:51:53.163806,6.86,10.197.165.88,Remote,SSO,1,0
EMP-1012,Sharon Lee,Finance,Controller,2024-01-08 08:39:42.605571,2024-01-08 18:36:38.582110,9.95,10.196.46.130,HQ-NewYork,password,0,0
EMP-1013,Samantha Cook,Human Resources,HR Director,2024-01-08 07:48:56.333754,2024-01-08 17:28:11.990044,9.65,10.196.42.139,Office-SanFrancisco,SSO,1,0
EMP-1014,Gary Williams,Sales,Sales Rep,2024-01-08 08:08:46.519959,2024-01-08 15:48:57.977668,7.67,10.15.62.225,Office-London,password,1,0
EMP-1015,Janet Morales,Legal,Legal Counsel,2024-01-08 08:16:53.119083,2024-01-08 16:53:49.968353,8.62,10.169.122.243,Office-Berlin,certificate,1,0
EMP-1016,Shirley Cox,IT Security,CISO,2024-01-08 09:06:56.453372,2024-01-08 19:02:25.138986,9.92,10.177.52.183,Office-SanFrancisco,certificate,1,0
EMP-1017,Christine Wood,Executive,COO,2024-01-08 07:48:16.133291,2024-01-08 15:06:05.036923,7.3,10.31.64.58,Office-Bangalore,password,1,0
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-01-08 08:05:50.611794,2024-01-08 15:30:54.793794,7.42,10.19.182.162,Office-SanFrancisco,certificate,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-01-08 08:15:44.922522,2024-01-08 15:24:29.623209,7.15,10.72.172.125,HQ-NewYork,SSO,1,0
EMP-1020,Patrick Kelly,Operations,Logistics Coordinator,2024-01-08 08:26:08.387492,2024-01-08 14:05:16.960309,5.65,10.207.105.49,Office-Bangalore,MFA,1,0
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-01-08 06:25:27.107707,2024-01-08 14:39:28.869873,8.23,10.222.187.14,Office-Bangalore,password,1,0
EMP-1022,Stephanie Sanders,Finance,Finance Manager,2024-01-08 08:52:20.391400,2024-01-08 16:40:36.072265,7.8,10.49.138.115,HQ-NewYork,MFA,1,0
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-01-08 07:19:50.540693,2024-01-08 14:08:12.438992,6.81,10.207.221.220,Office-SanFrancisco,password,1,0
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-01-08 08:36:58.245110,2024-01-08 14:54:51.719933,6.3,10.105.125.124,HQ-NewYork,certificate,1,0
EMP-1025,Linda Perez,Legal,Legal Manager,2024-01-08 11:08:14.814904,2024-01-08 16:19:49.497381,5.19,10.238.201.201,HQ-NewYork,password,0,0
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-01-08 08:02:37.313811,2024-01-08 15:19:48.716605,7.29,10.49.76.56,Remote,certificate,1,0
EMP-1027,Catherine Green,Executive,CEO,2024-01-08 08:46:06.446211,2024-01-08 17:33:33.482483,8.79,10.236.219.136,HQ-NewYork,SSO,1,0
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-01-08 08:01:14.305440,2024-01-08 16:21:06.842115,8.33,10.221.61.104,HQ-NewYork,certificate,1,0
EMP-1029,Justin Kim,Marketing,Marketing Analyst,2024-01-08 09:54:07.793379,2024-01-08 19:33:27.732690,9.66,10.169.150.145,Office-Berlin,certificate,1,0
EMP-1030,Anthony Bennett,Operations,Operations Manager,2024-01-08 09:04:51.102874,2024-01-08 17:05:36.760717,8.01,10.34.172.166,Office-SanFrancisco,password,1,0
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-01-08 07:27:22.401785,2024-01-08 16:27:29.454855,9.0,10.145.26.19,HQ-NewYork,password,1,0
EMP-1032,Thomas Hall,Finance,Financial Analyst,2024-01-08 10:37:36.046137,2024-01-08 18:08:11.671679,7.51,10.41.113.214,Office-SanFrancisco,MFA,1,0
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-01-08 07:25:38.369675,2024-01-08 15:47:57.921646,8.37,10.68.30.228,Remote,password,1,0
EMP-1034,Paul Torres,Sales,Business Development,2024-01-08 10:04:03.060649,2024-01-08 16:56:59.611274,6.88,10.176.163.219,Office-SanFrancisco,certificate,1,0
EMP-1035,Steven Miller,Legal,Legal Counsel,2024-01-08 07:44:29.318918,2024-01-08 16:59:17.334913,9.25,10.12.1.86,Remote,MFA,0,0
EMP-1036,Charles Patel,IT Security,CISO,2024-01-08 08:24:54.763473,2024-01-08 18:05:37.532658,9.68,10.3.29.20,Office-Berlin,SSO,1,0
EMP-1037,Melissa Howard,Executive,VP Sales,2024-01-08 07:47:00.725435,2024-01-08 16:17:23.794661,8.51,10.11.79.94,Office-SanFrancisco,MFA,1,0
EMP-1038,Anthony Mendoza,Research & Development,Data Scientist,2024-01-08 10:47:33.395391,2024-01-08 16:34:08.931660,5.78,10.200.144.227,Remote,password,1,0
EMP-1039,Donald Lee,Marketing,Content Strategist,2024-01-08 10:59:04.341124,2024-01-08 19:42:07.184168,8.72,10.189.237.86,Office-Bangalore,certificate,1,0
EMP-1040,Paul Lee,Operations,Operations Analyst,2024-01-08 10:29:48.478675,2024-01-08 17:37:35.216946,7.13,10.57.52.210,Office-Bangalore,password,1,0
EMP-1041,Michelle Robinson,Engineering,Sr. Software Engineer,2024-01-08 08:23:41.418363,2024-01-08 17:00:24.393062,8.61,10.85.72.222,HQ-NewYork,password,1,0
EMP-1042,Brian Chavez,Finance,Accounts Payable,2024-01-08 08:50:08.126800,2024-01-08 17:30:30.211330,8.67,10.241.8.30,Office-Bangalore,MFA,1,0
EMP-1043,Justin King,Human Resources,HR Specialist,2024-01-08 11:23:57.506514,2024-01-08 19:27:57.743450,8.07,10.187.202.81,HQ-NewYork,certificate,1,0
EMP-1044,Deborah Kelly,Sales,Account Executive,2024-01-08 08:22:27.444868,2024-01-08 16:33:56.183338,8.19,10.112.1.134,Office-London,MFA,1,0
EMP-1045,Sharon Rodriguez,Legal,Compliance Officer,2024-01-08 09:31:26.745354,2024-01-08 19:58:10.585001,10.45,10.218.32.185,Office-Berlin,certificate,1,0
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-01-08 10:35:13.617426,2024-01-08 17:46:09.308565,7.18,10.33.50.108,Office-Bangalore,certificate,1,0
EMP-1047,Brandon Reed,Executive,COO,2024-01-08 09:39:18.872644,2024-01-08 16:11:53.042864,6.54,10.78.74.54,Office-Bangalore,SSO,1,0
EMP-1048,Cynthia Cruz,Research & Development,Lab Technician,2024-01-08 08:37:12.257900,2024-01-08 17:39:54.099441,9.04,10.122.204.231,Remote,MFA,1,0
EMP-1049,Andrew Rogers,Marketing,Brand Manager,2024-01-08 07:41:57.898613,2024-01-08 13:49:13.610398,6.12,10.173.80.58,Office-London,SSO,1,0
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-01-08 08:22:07.484390,2024-01-08 15:59:00.582885,7.61,10.107.227.162,Office-Bangalore,MFA,1,0
EMP-1051,Amy Phillips,Engineering,Sr. Software Engineer,2024-01-08 08:04:19.835316,2024-01-08 15:11:52.437648,7.13,10.200.109.57,Office-SanFrancisco,MFA,1,0
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-01-08 08:47:34.670603,2024-01-08 13:43:56.565389,4.94,10.206.119.171,HQ-NewYork,SSO,1,0
EMP-1053,Brandon Castillo,Human Resources,HR Director,2024-01-08 10:39:36.527342,2024-01-08 16:44:11.060136,6.08,10.230.41.191,Office-Bangalore,certificate,1,0
EMP-1054,Kimberly Long,Sales,Account Executive,2024-01-08 10:25:07.619274,2024-01-08 17:16:20.676014,6.85,10.125.161.62,Remote,certificate,1,0
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-01-08 07:02:16.877032,2024-01-08 14:59:22.974989,7.95,10.82.229.139,Office-SanFrancisco,password,1,0
EMP-1056,Karen Robinson,IT Security,CISO,2024-01-08 10:25:28.179988,2024-01-08 20:48:00.267538,10.38,10.55.17.107,Remote,SSO,1,0
EMP-1057,Anna Reyes,Executive,VP Engineering,2024-01-08 07:56:30.244728,2024-01-08 16:22:07.844537,8.43,10.100.232.198,HQ-NewYork,SSO,1,0
EMP-1058,Kathleen Smith,Research & Development,R&D Engineer,2024-01-08 08:00:39.807376,2024-01-08 15:38:57.717619,7.64,10.138.192.189,Office-London,password,1,0
EMP-1059,Mark Wright,Marketing,SEO Specialist,2024-01-08 09:56:36.951060,2024-01-08 16:13:25.149330,6.28,10.87.172.174,Office-Bangalore,certificate,1,0
EMP-1060,Cynthia Taylor,Operations,Logistics Coordinator,2024-01-08 07:29:29.488368,2024-01-08 12:52:02.726898,5.38,10.152.145.170,Office-Berlin,password,1,0
EMP-1061,Samuel Diaz,Engineering,Sr. Software Engineer,2024-01-08 07:45:49.157142,2024-01-08 18:12:13.696696,10.44,10.67.98.84,Office-Bangalore,SSO,1,0
EMP-1062,Carol Baker,Finance,Controller,2024-01-08 07:58:41.948887,2024-01-08 16:47:56.968995,8.82,10.214.21.121,Office-London,certificate,1,0
EMP-1063,Brian Lewis,Human Resources,HR Specialist,2024-01-08 08:20:47.488208,2024-01-08 15:06:35.331374,6.76,10.244.64.52,Remote,SSO,1,0
EMP-1064,Donald Taylor,Sales,Sales Director,2024-01-08 09:09:56.260222,2024-01-08 16:34:35.893733,7.41,10.243.56.120,Remote,MFA,1,0
EMP-1065,Lisa Cox,Legal,Contract Specialist,2024-01-08 07:31:00.940725,2024-01-08 17:33:26.557096,10.04,10.247.80.28,Remote,MFA,1,0
EMP-1066,Pamela Gray,IT Security,CISO,2024-01-08 08:23:19.384750,2024-01-08 16:40:59.519651,8.29,10.152.177.213,Office-Bangalore,SSO,1,0
EMP-1067,Rachel Foster,Executive,COO,2024-01-08 10:01:06.703216,2024-01-08 17:26:20.230248,7.42,10.201.11.89,Remote,certificate,1,0
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-01-08 09:29:45.566907,2024-01-08 18:12:43.697504,8.72,10.28.111.246,HQ-NewYork,password,1,0
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-01-08 09:38:15.797276,2024-01-08 15:35:29.325175,5.95,10.70.158.207,Office-SanFrancisco,certificate,1,0
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-01-08 09:33:54.232770,2024-01-08 17:23:03.047004,7.82,10.213.240.23,Office-London,SSO,1,0
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-01-08 10:25:03.503631,2024-01-08 17:55:55.291681,7.51,10.8.127.218,Office-Berlin,MFA,1,0
EMP-1072,Gary Ramirez,Finance,Finance Manager,2024-01-08 09:01:10.737958,2024-01-08 16:52:03.799208,7.85,10.226.153.180,Office-London,MFA,1,0
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-01-08 10:35:48.245447,2024-01-08 19:41:18.791788,9.09,10.143.195.62,Office-SanFrancisco,certificate,1,0
EMP-1074,Laura Williams,Sales,Sales Rep,2024-01-08 09:37:45.437918,2024-01-08 13:50:50.702799,4.22,10.178.63.79,Office-London,password,1,0
EMP-1075,Stephen Ortiz,Legal,Compliance Officer,2024-01-08 08:37:43.986633,2024-01-08 17:43:02.176768,9.09,10.91.180.117,Office-Bangalore,MFA,1,0
EMP-1076,Steven Robinson,IT Security,Security Analyst,2024-01-08 08:47:08.760601,2024-01-08 15:34:58.028684,6.8,10.31.191.138,Remote,password,1,0
EMP-1077,Margaret Patel,Executive,VP Engineering,2024-01-08 08:34:18.931860,2024-01-08 16:15:57.548562,7.69,10.73.252.26,Office-London,SSO,1,0
EMP-1078,Sandra Campbell,Research & Development,Data Scientist,2024-01-08 06:43:23.996512,2024-01-08 14:37:41.813833,7.9,10.137.33.71,Office-London,MFA,1,0
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-01-08 10:00:42.685519,2024-01-08 18:20:42.388154,8.33,10.224.4.147,Remote,password,1,0
EMP-1080,Kathleen Cruz,Operations,Operations Manager,2024-01-08 07:23:18.751461,2024-01-08 17:26:18.631852,10.05,10.241.221.123,Office-SanFrancisco,certificate,1,0
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-01-08 10:11:31.586050,2024-01-08 20:54:03.618794,10.71,10.39.208.145,Office-Berlin,certificate,1,0
EMP-1082,Ashley Thomas,Finance,Accounts Payable,2024-01-08 10:55:12.551000,2024-01-08 18:00:04.303623,7.08,10.98.116.233,Office-Bangalore,password,1,0
EMP-1083,Emma Diaz,Human Resources,HR Manager,2024-01-08 07:56:41.606287,2024-01-08 16:30:14.787391,8.56,10.246.190.26,Office-Berlin,MFA,1,0
EMP-1084,Kimberly James,Sales,Sales Rep,2024-01-08 06:37:20.473315,2024-01-08 13:55:19.359491,7.3,10.142.20.41,Office-SanFrancisco,SSO,1,0
EMP-1085,Laura Ruiz,Legal,Contract Specialist,2024-01-08 08:50:53.146464,2024-01-08 17:18:35.022828,8.46,10.60.74.181,Office-Bangalore,password,1,0
EMP-1086,Elizabeth Mendoza,IT Security,SOC Analyst,2024-01-08 08:48:24.151893,2024-01-08 16:55:01.677030,8.11,10.30.140.58,Office-London,password,1,0
EMP-1087,Christopher Martinez,Executive,CEO,2024-01-08 08:23:58.327567,2024-01-08 15:12:20.055925,6.81,10.192.212.146,Office-SanFrancisco,SSO,1,0
EMP-1088,Jessica Reyes,Research & Development,R&D Engineer,2024-01-08 11:00:27.007106,2024-01-08 20:38:20.106666,9.63,10.129.139.127,Remote,password,1,0
EMP-1089,Scott Garcia,Marketing,SEO Specialist,2024-01-08 09:18:20.349583,2024-01-08 16:39:07.771493,7.35,10.65.7.24,Remote,password,1,0
EMP-1090,Maria Gray,Operations,Operations Manager,2024-01-08 10:09:06.728823,2024-01-08 17:58:56.331557,7.83,10.121.133.167,Office-Berlin,SSO,1,0
EMP-1091,Nancy Howard,Engineering,DevOps Engineer,2024-01-08 10:25:51.651853,2024-01-08 20:12:19.925310,9.77,10.121.90.105,Remote,SSO,1,0
EMP-1092,Christine Wilson,Finance,Sr. Accountant,2024-01-08 11:10:00.155709,2024-01-08 19:22:50.695374,8.21,10.127.74.170,Office-London,password,1,0
EMP-1093,Ryan Lopez,Human Resources,HR Manager,2024-01-08 07:08:03.008640,2024-01-08 14:28:18.273689,7.34,10.249.198.104,Office-London,password,1,0
EMP-1094,Edward Miller,Sales,Account Executive,2024-01-08 10:21:18.335545,2024-01-08 15:06:40.281321,4.76,10.194.128.161,Office-Berlin,MFA,1,0
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-01-08 06:48:07.435149,2024-01-08 13:22:29.172410,6.57,10.226.179.125,Office-SanFrancisco,MFA,1,0
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-01-08 10:21:00.732447,2024-01-08 17:30:02.357453,7.15,10.142.4.142,Remote,password,1,0
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-01-08 10:56:53.090943,2024-01-08 16:57:34.837856,6.01,10.239.184.75,HQ-NewYork,password,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-01-08 08:58:26.198054,2024-01-08 17:15:14.639049,8.28,10.99.49.236,Office-Bangalore,certificate,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-01-08 08:47:05.942879,2024-01-08 18:32:03.911718,9.75,10.211.1.73,Office-London,password,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-01-08 10:48:48.728587,2024-01-08 19:13:52.745195,8.42,10.142.196.140,Office-Bangalore,certificate,1,0
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-01-09 08:44:08.344263,2024-01-09 14:47:33.182339,6.06,10.179.109.88,Office-London,SSO,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-01-09 09:37:37.285184,2024-01-09 17:23:34.339893,7.77,10.25.92.217,HQ-NewYork,MFA,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-01-09 09:06:53.927247,2024-01-09 15:01:43.082703,5.91,10.21.142.76,Office-Berlin,SSO,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-01-09 08:22:25.832520,2024-01-09 13:18:55.068841,4.94,10.253.21.219,Remote,certificate,1,0
EMP-1005,Timothy Scott,Legal,Legal Manager,2024-01-09 08:58:01.318053,2024-01-09 18:45:10.076162,9.79,10.95.91.54,Remote,password,1,0
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-01-09 08:44:23.985053,2024-01-09 16:06:03.574660,7.36,10.119.98.70,Office-Berlin,MFA,1,0
EMP-1007,Dennis Jimenez,Executive,CEO,2024-01-09 08:13:02.503656,2024-01-09 15:49:31.759493,7.61,10.103.69.17,Office-SanFrancisco,password,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-01-09 08:59:49.568027,2024-01-09 14:58:36.523727,5.98,10.68.36.64,Office-Bangalore,certificate,1,0
EMP-1009,Justin Phillips,Marketing,Marketing Manager,2024-01-09 07:17:54.055301,2024-01-09 15:41:49.633560,8.4,10.127.24.194,Office-SanFrancisco,certificate,1,0
EMP-1010,Karen Watson,Operations,Project Manager,2024-01-09 11:14:48.768419,2024-01-09 20:27:03.086914,9.2,10.17.99.98,Remote,SSO,1,0
EMP-1011,Stephen Johnson,Engineering,Software Engineer,2024-01-09 07:09:55.749458,2024-01-09 15:09:39.145593,8.0,10.197.165.88,Remote,password,1,0
EMP-1012,Sharon Lee,Finance,Controller,2024-01-09 08:10:24.088221,2024-01-09 13:57:13.263374,5.78,10.196.46.130,HQ-NewYork,MFA,1,0
EMP-1013,Samantha Cook,Human Resources,HR Director,2024-01-09 07:47:13.829524,2024-01-09 16:28:09.010180,8.68,10.196.42.139,Office-SanFrancisco,MFA,1,0
EMP-1014,Gary Williams,Sales,Sales Rep,2024-01-09 06:45:52.123065,2024-01-09 14:54:38.861647,8.15,10.15.62.225,Office-London,certificate,1,0
EMP-1015,Janet Morales,Legal,Legal Counsel,2024-01-09 08:40:01.594085,2024-01-09 17:45:28.652204,9.09,10.169.122.243,Office-Berlin,MFA,1,0
EMP-1016,Shirley Cox,IT Security,CISO,2024-01-09 10:05:39.511581,2024-01-09 16:39:27.957016,6.56,10.177.52.183,Office-SanFrancisco,certificate,1,0
EMP-1017,Christine Wood,Executive,COO,2024-01-09 07:48:01.605893,2024-01-09 16:20:19.093282,8.54,10.31.64.58,Office-Bangalore,SSO,1,0
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-01-09 07:07:51.393658,2024-01-09 17:00:18.329580,9.87,10.19.182.162,Office-SanFrancisco,certificate,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-01-09 08:24:03.635783,2024-01-09 18:02:10.027803,9.64,10.72.172.125,HQ-NewYork,password,1,0
EMP-1020,Patrick Kelly,Operations,Logistics Coordinator,2024-01-09 06:46:21.322451,2024-01-09 17:03:58.316126,10.29,10.207.105.49,Office-Bangalore,certificate,1,0
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-01-09 07:53:21.518692,2024-01-09 14:36:33.550294,6.72,10.222.187.14,Office-Bangalore,password,1,0
EMP-1022,Stephanie Sanders,Finance,Finance Manager,2024-01-09 08:15:35.817087,2024-01-09 16:57:06.067177,8.69,10.49.138.115,HQ-NewYork,SSO,1,0
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-01-09 07:55:59.197340,2024-01-09 17:14:43.550420,9.31,10.207.221.220,Office-SanFrancisco,password,1,0
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-01-09 07:43:54.819702,2024-01-09 16:25:06.033872,8.69,10.105.125.124,HQ-NewYork,certificate,1,0
EMP-1025,Linda Perez,Legal,Legal Manager,2024-01-09 10:01:14.617988,2024-01-09 18:17:03.399006,8.26,10.238.201.201,HQ-NewYork,certificate,1,0
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-01-09 07:47:44.013042,2024-01-09 16:19:11.692765,8.52,10.49.76.56,Remote,MFA,1,0
EMP-1027,Catherine Green,Executive,CEO,2024-01-09 08:40:55.129147,2024-01-09 17:09:30.651251,8.48,10.236.219.136,HQ-NewYork,MFA,1,0
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-01-09 08:10:10.541975,2024-01-09 19:35:25.912643,11.42,10.221.61.104,HQ-NewYork,password,1,0
EMP-1029,Justin Kim,Marketing,Marketing Analyst,2024-01-09 08:57:19.176693,2024-01-09 14:11:53.471182,5.24,10.169.150.145,Office-Berlin,MFA,1,0
EMP-1030,Anthony Bennett,Operations,Operations Manager,2024-01-09 10:10:13.944651,2024-01-09 18:02:01.486464,7.86,10.34.172.166,Office-SanFrancisco,MFA,1,0
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-01-09 08:08:58.950602,2024-01-09 14:34:10.639712,6.42,10.145.26.19,HQ-NewYork,MFA,1,0
EMP-1032,Thomas Hall,Finance,Financial Analyst,2024-01-09 09:24:51.800475,2024-01-09 17:21:09.828228,7.94,10.41.113.214,Office-SanFrancisco,SSO,1,0
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-01-09 07:14:41.414097,2024-01-09 14:55:18.812507,7.68,10.68.30.228,Remote,certificate,1,0
EMP-1034,Paul Torres,Sales,Business Development,2024-01-09 10:34:17.408819,2024-01-09 18:45:39.656501,8.19,10.176.163.219,Office-SanFrancisco,certificate,1,0
