sender,recipient,time,keyword_flag,suspicious_keyword_count,exfil_flag,subject_len,sentiment,caps_ratio,is_external,has_attachment,attachment_size_bytes
paul.lee@acmecorp.com,david.cook@acmecorp.com,2024-01-24 14:52:00,0,0,0,20,0,0.15,0,1,2409889
patrick.kelly@acmecorp.com,paul.lee@acmecorp.com,2024-01-24 13:38:00,0,0,0,21,0,0.143,0,0,0
patricia.garcia@acmecorp.com,christopher.martinez@acmecorp.com,2024-01-24 09:51:00,0,0,0,16,0,0.125,0,0,0
ashley.thomas@acmecorp.com,contact37@yahoo.com,2024-01-24 19:13:00,0,0,0,16,0,0.125,1,1,434011
david.jones@acmecorp.com,brian.chavez@acmecorp.com,2024-01-24 19:12:00,0,0,0,21,0,0.143,0,0,0
elizabeth.mendoza@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 14:02:00,0,0,0,21,0,0.143,0,0,0
mark.wright@acmecorp.com,justin.kim@acmecorp.com,2024-01-24 10:48:00,0,0,0,19,0,0.158,0,0,0
cynthia.taylor@acmecorp.com,michael.bailey@acmecorp.com,2024-01-24 09:20:00,0,0,0,25,0,0.12,0,0,0
samantha.cook@acmecorp.com,margaret.patel@acmecorp.com,2024-01-24 20:21:00,0,0,0,20,0,0.1,0,0,0
alexander.rodriguez@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 13:49:00,0,0,0,16,0,0.125,0,0,0
catherine.green@acmecorp.com,brandon.castillo@acmecorp.com,2024-01-24 17:13:00,0,0,0,21,0,0.19,0,0,0
brandon.castillo@acmecorp.com,brian.chavez@acmecorp.com,2024-01-24 08:18:00,0,0,0,25,0,0.12,0,0,0
stephen.ortiz@acmecorp.com,paul.lee@acmecorp.com,2024-01-24 12:01:00,0,0,0,16,0,0.125,0,1,2816146
david.jones@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-24 10:00:00,0,0,0,20,0,0.15,0,0,0
anthony.mendoza@acmecorp.com,melissa.howard@acmecorp.com,2024-01-24 11:01:00,0,0,0,23,0,0.13,0,0,0
kathleen.stewart@acmecorp.com,contact31@yahoo.com,2024-01-24 10:45:00,0,0,0,19,0,0.158,1,0,0
eric.harris@acmecorp.com,steven.robinson@acmecorp.com,2024-01-24 15:05:00,0,0,0,21,0,0.143,0,0,0
nancy.scott@acmecorp.com,ashley.thomas@acmecorp.com,2024-01-24 20:35:00,0,0,0,23,0,0.13,0,0,0
elizabeth.mendoza@acmecorp.com,contact162@outlook.com,2024-01-24 20:04:00,0,0,0,21,0,0.143,1,0,0
anna.reyes@acmecorp.com,contact187@outlook.com,2024-01-24 18:56:00,0,0,0,23,0,0.13,1,1,1759950
christine.peterson@acmecorp.com,brian.lewis@acmecorp.com,2024-01-24 13:22:00,0,0,0,23,0,0.13,0,0,0
rachel.foster@acmecorp.com,karen.watson@acmecorp.com,2024-01-24 14:42:00,0,0,0,20,0,0.15,0,0,0
stephen.ortiz@acmecorp.com,ashley.long@acmecorp.com,2024-01-24 08:51:00,0,0,0,25,0,0.12,0,0,0
brian.chavez@acmecorp.com,katherine.cooper@acmecorp.com,2024-01-24 12:06:00,1,1,1,18,0,0.167,0,1,34854927
charles.patel@acmecorp.com,christine.wood@acmecorp.com,2024-01-24 10:36:00,0,0,0,11,0,0.182,0,1,1698028
david.cook@acmecorp.com,elizabeth.mendoza@acmecorp.com,2024-01-24 16:46:00,0,0,0,20,0,0.1,0,0,0
edward.miller@acmecorp.com,ashley.long@acmecorp.com,2024-01-24 10:26:00,1,1,0,24,-1,0.125,0,1,37528739
karen.robinson@acmecorp.com,pamela.gray@acmecorp.com,2024-01-24 08:16:00,0,0,0,21,0,0.143,0,0,0
kenneth.long@acmecorp.com,contact116@outlook.com,2024-01-24 09:48:00,0,0,0,25,0,0.12,1,1,213623
anthony.wright@acmecorp.com,laura.williams@acmecorp.com,2024-01-24 17:02:00,0,0,0,25,0,0.12,0,0,0
kimberly.james@acmecorp.com,brian.chavez@acmecorp.com,2024-01-24 16:17:00,0,0,0,20,0,0.1,0,1,4811105
elizabeth.alvarez@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 17:41:00,0,0,0,13,0,0.154,0,0,0
edward.miller@acmecorp.com,scott.garcia@acmecorp.com,2024-01-24 18:30:00,1,1,1,19,0,0.158,0,1,11671777
elizabeth.mendoza@acmecorp.com,alexander.rodriguez@acmecorp.com,2024-01-24 15:22:00,0,0,0,25,0,0.12,0,0,0
michelle.robinson@acmecorp.com,karen.edwards@acmecorp.com,2024-01-24 07:26:00,1,1,1,18,0,0.167,0,1,7208804
stephen.johnson@acmecorp.com,rachel.foster@acmecorp.com,2024-01-24 13:03:00,0,0,0,23,0,0.13,0,0,0
angela.hernandez@acmecorp.com,paul.torres@acmecorp.com,2024-01-24 10:21:00,0,0,0,21,0,0.143,0,0,0
donald.lee@acmecorp.com,maria.gray@acmecorp.com,2024-01-24 08:42:00,0,0,0,20,0,0.15,0,0,0
shirley.cox@acmecorp.com,brian.lewis@acmecorp.com,2024-01-24 12:44:00,0,0,0,19,0,0.158,0,1,3665834
elizabeth.alvarez@acmecorp.com,kathleen.cruz@acmecorp.com,2024-01-24 17:03:00,0,0,0,25,0,0.12,0,0,0
robert.ramos@acmecorp.com,anna.reyes@acmecorp.com,2024-01-24 12:09:00,0,0,0,25,0,0.12,0,0,0
nicole.brooks@acmecorp.com,mark.anderson@acmecorp.com,2024-01-24 11:38:00,0,0,0,23,0,0.13,0,0,0
sharon.lee@acmecorp.com,angela.hernandez@acmecorp.com,2024-01-24 10:26:00,0,0,0,21,0,0.143,0,0,0
ashley.long@acmecorp.com,patricia.garcia@acmecorp.com,2024-01-24 20:18:00,0,0,0,11,0,0.182,0,0,0
kenneth.long@acmecorp.com,kathleen.smith@acmecorp.com,2024-01-24 08:28:00,0,0,0,21,0,0.143,0,0,0
melissa.howard@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-24 07:04:00,0,0,0,21,0,0.19,0,0,0
brian.chavez@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 11:20:00,0,0,0,23,0,0.13,0,0,0
donald.lee@acmecorp.com,edward.miller@acmecorp.com,2024-01-24 13:14:00,0,0,0,25,0,0.12,0,0,0
nancy.scott@acmecorp.com,justin.phillips@acmecorp.com,2024-01-24 16:32:00,0,0,0,19,0,0.158,0,0,0
karen.robinson@acmecorp.com,samuel.diaz@acmecorp.com,2024-01-24 20:19:00,0,0,0,21,0,0.19,0,1,3589419
nancy.howard@acmecorp.com,raymond.parker@acmecorp.com,2024-01-24 15:12:00,0,0,0,25,0,0.12,0,1,328712
emily.foster@acmecorp.com,donald.lee@acmecorp.com,2024-01-24 13:35:00,0,0,0,21,0,0.143,0,0,0
lisa.cox@acmecorp.com,jessica.reyes@acmecorp.com,2024-01-24 15:05:00,0,0,0,19,0,0.158,0,0,0
brandon.castillo@acmecorp.com,contact134@yahoo.com,2024-01-24 10:08:00,0,0,0,25,0,0.12,1,1,1481023
anthony.bennett@acmecorp.com,contact177@yahoo.com,2024-01-24 20:49:00,0,0,0,16,0,0.125,1,0,0
stephanie.sanders@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-24 15:18:00,1,1,0,32,0,0.125,0,1,37386503
sharon.rodriguez@acmecorp.com,david.jones@acmecorp.com,2024-01-24 09:15:00,0,0,0,25,0,0.12,0,1,4328979
stephen.nguyen@acmecorp.com,donald.taylor@acmecorp.com,2024-01-24 14:43:00,0,0,0,23,0,0.13,0,0,0
paul.lee@acmecorp.com,shirley.cox@acmecorp.com,2024-01-24 18:26:00,0,0,0,16,0,0.125,0,0,0
jessica.reyes@acmecorp.com,steven.miller@acmecorp.com,2024-01-24 11:34:00,0,0,0,21,0,0.143,0,0,0
margaret.patel@acmecorp.com,cynthia.taylor@acmecorp.com,2024-01-24 11:11:00,0,0,0,21,0,0.143,0,0,0
emily.foster@acmecorp.com,brian.chavez@acmecorp.com,2024-01-24 18:39:00,0,0,0,23,0,0.13,0,0,0
ashley.long@acmecorp.com,maria.gray@acmecorp.com,2024-01-24 17:44:00,0,0,0,20,0,0.1,0,0,0
michelle.robinson@acmecorp.com,contact9@yahoo.com,2024-01-24 20:26:00,0,0,0,13,0,0.154,1,1,1917166
david.cook@acmecorp.com,charles.patel@acmecorp.com,2024-01-24 10:44:00,0,0,0,11,0,0.182,0,0,0
stephen.ortiz@acmecorp.com,jason.hughes@acmecorp.com,2024-01-24 18:20:00,0,0,0,29,0,0.103,0,0,0
andrew.rogers@acmecorp.com,janet.morales@acmecorp.com,2024-01-24 09:52:00,0,0,0,23,0,0.13,0,0,0
deborah.kelly@acmecorp.com,michael.bailey@acmecorp.com,2024-01-24 13:24:00,0,0,0,21,0,0.143,0,0,0
kimberly.james@acmecorp.com,laura.williams@acmecorp.com,2024-01-24 18:04:00,0,0,0,23,0,0.13,0,0,0
janet.morales@acmecorp.com,david.jones@acmecorp.com,2024-01-24 19:59:00,0,0,0,23,0,0.13,0,0,0
christine.wood@acmecorp.com,donald.lee@acmecorp.com,2024-01-24 11:25:00,0,0,0,20,0,0.1,0,1,1422720
thomas.hall@acmecorp.com,paul.torres@acmecorp.com,2024-01-24 19:35:00,1,1,0,37,-1,0.108,0,1,49864527
kenneth.long@acmecorp.com,donald.taylor@acmecorp.com,2024-01-24 11:36:00,0,0,0,19,0,0.158,0,1,2468168
brian.lewis@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 11:36:00,0,0,0,20,0,0.1,0,1,3802581
cynthia.taylor@acmecorp.com,david.jones@acmecorp.com,2024-01-24 08:56:00,0,0,0,29,0,0.103,0,0,0
elizabeth.mendoza@acmecorp.com,donald.lee@acmecorp.com,2024-01-24 13:29:00,0,0,0,16,0,0.125,0,0,0
sharon.rodriguez@acmecorp.com,mark.edwards@acmecorp.com,2024-01-24 08:48:00,0,0,0,25,0,0.12,0,0,0
eric.harris@acmecorp.com,sharon.lee@acmecorp.com,2024-01-24 07:58:00,0,0,0,25,0,0.12,0,1,299854
anthony.mendoza@acmecorp.com,ashley.thomas@acmecorp.com,2024-01-24 11:42:00,0,0,0,23,0,0.13,0,0,0
stephen.nguyen@acmecorp.com,nicole.brooks@acmecorp.com,2024-01-24 19:19:00,0,0,0,19,0,0.158,0,0,0
karen.edwards@acmecorp.com,stephen.nguyen@acmecorp.com,2024-01-24 16:11:00,0,0,0,20,0,0.15,0,0,0
samantha.cook@acmecorp.com,stephanie.morales@acmecorp.com,2024-01-24 16:54:00,1,1,1,18,0,0.167,0,0,0
sharon.lee@acmecorp.com,contact42@yahoo.com,2024-01-24 07:20:00,1,3,0,30,-1,0.3,1,0,0
gary.ramirez@acmecorp.com,ashley.thomas@acmecorp.com,2024-01-24 11:28:00,0,0,0,21,0,0.143,0,0,0
kathleen.smith@acmecorp.com,elizabeth.alvarez@acmecorp.com,2024-01-24 15:54:00,0,0,0,16,0,0.125,0,0,0
michael.bailey@acmecorp.com,alexander.rodriguez@acmecorp.com,2024-01-24 19:56:00,0,0,0,16,0,0.125,0,0,0
charles.patel@acmecorp.com,ryan.lopez@acmecorp.com,2024-01-24 16:45:00,0,0,0,20,0,0.1,0,0,0
samantha.cook@acmecorp.com,paul.lee@acmecorp.com,2024-01-24 20:34:00,0,0,0,19,0,0.158,0,1,4818507
ashley.long@acmecorp.com,paul.torres@acmecorp.com,2024-01-24 11:14:00,0,0,0,20,0,0.15,0,1,3618824
paul.lee@acmecorp.com,contact19@protonmail.com,2024-01-24 15:20:00,0,0,0,21,0,0.143,1,0,0
sandra.campbell@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-24 15:56:00,0,0,0,23,0,0.13,0,0,0
deborah.kelly@acmecorp.com,steven.robinson@acmecorp.com,2024-01-24 07:22:00,0,0,0,13,0,0.154,0,0,0
anna.reyes@acmecorp.com,ryan.lopez@acmecorp.com,2024-01-24 09:59:00,0,0,0,21,0,0.143,0,0,0
ashley.thomas@acmecorp.com,paul.lee@acmecorp.com,2024-01-24 20:59:00,0,0,0,19,0,0.158,0,0,0
justin.phillips@acmecorp.com,scott.garcia@acmecorp.com,2024-01-24 19:38:00,0,0,0,23,0,0.13,0,0,0
catherine.green@acmecorp.com,scott.garcia@acmecorp.com,2024-01-24 13:47:00,0,0,0,21,0,0.143,0,1,264292
mark.wright@acmecorp.com,lisa.cox@acmecorp.com,2024-01-24 15:52:00,0,0,0,23,0,0.13,0,1,3401647
anna.reyes@acmecorp.com,christine.wilson@acmecorp.com,2024-01-24 18:02:00,1,2,1,21,0,0.143,0,1,9695050
alexander.martin@acmecorp.com,pamela.gray@acmecorp.com,2024-01-24 11:29:00,0,0,0,21,0,0.143,0,0,0
david.jones@acmecorp.com,anthony.wright@acmecorp.com,2024-01-24 10:46:00,0,0,0,11,0,0.182,0,0,0
mark.anderson@acmecorp.com,kenneth.long@acmecorp.com,2024-01-24 16:01:00,0,0,0,11,0,0.182,0,0,0
benjamin.cox@acmecorp.com,stephen.johnson@acmecorp.com,2024-01-24 10:29:00,0,0,0,21,0,0.143,0,0,0
raymond.parker@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 19:25:00,1,2,1,27,0,0.148,0,1,37117217
brian.lewis@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-24 13:07:00,0,0,0,19,0,0.158,0,0,0
maria.gray@acmecorp.com,edward.miller@acmecorp.com,2024-01-24 10:42:00,0,0,0,21,0,0.143,0,1,849559
laura.ruiz@acmecorp.com,christopher.martinez@acmecorp.com,2024-01-24 10:13:00,0,0,0,25,0,0.12,0,1,77748
nancy.howard@acmecorp.com,steven.robinson@acmecorp.com,2024-01-24 11:30:00,0,0,0,19,0,0.158,0,0,0
laura.williams@acmecorp.com,kenneth.long@acmecorp.com,2024-01-24 14:44:00,0,0,0,29,0,0.103,0,0,0
janet.morales@acmecorp.com,mark.wright@acmecorp.com,2024-01-24 20:43:00,0,0,0,16,0,0.125,0,0,0
mark.edwards@acmecorp.com,jessica.reyes@acmecorp.com,2024-01-24 14:42:00,0,0,0,23,0,0.13,0,0,0
laura.williams@acmecorp.com,linda.perez@acmecorp.com,2024-01-24 11:35:00,0,0,0,29,0,0.103,0,0,0
scott.garcia@acmecorp.com,christine.peterson@acmecorp.com,2024-01-24 10:58:00,0,0,0,23,0,0.13,0,1,2083229
nicole.brooks@acmecorp.com,margaret.ross@acmecorp.com,2024-01-24 18:25:00,0,0,0,16,0,0.125,0,0,0
steven.miller@acmecorp.com,contact79@outlook.com,2024-01-24 07:20:00,0,0,0,25,0,0.12,1,0,0
andrew.rogers@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-24 20:04:00,0,0,0,29,0,0.103,0,0,0
anthony.mendoza@acmecorp.com,paul.torres@acmecorp.com,2024-01-24 07:56:00,0,0,0,23,0,0.13,0,0,0
gary.ramirez@acmecorp.com,sharon.rodriguez@acmecorp.com,2024-01-24 13:13:00,0,0,0,23,0,0.13,0,0,0
rachel.foster@acmecorp.com,david.jones@acmecorp.com,2024-01-24 13:20:00,0,0,0,20,0,0.15,0,0,0
justin.kim@acmecorp.com,edward.miller@acmecorp.com,2024-01-24 14:34:00,0,0,0,23,0,0.13,0,1,3160939
ashley.long@acmecorp.com,christine.wood@acmecorp.com,2024-01-24 07:33:00,1,1,0,32,0,0.125,0,0,0
david.cook@acmecorp.com,carol.baker@acmecorp.com,2024-01-24 17:27:00,0,0,0,16,0,0.125,0,0,0
emma.diaz@acmecorp.com,linda.perez@acmecorp.com,2024-01-24 08:11:00,0,0,0,21,0,0.19,0,1,4978252
elizabeth.mendoza@acmecorp.com,donald.lee@acmecorp.com,2024-01-24 18:32:00,0,0,0,16,0,0.125,0,0,0
patricia.garcia@acmecorp.com,linda.perez@acmecorp.com,2024-01-24 15:15:00,0,0,0,16,0,0.125,0,1,2402593
margaret.ross@acmecorp.com,deborah.kelly@acmecorp.com,2024-01-24 11:53:00,0,0,0,21,0,0.143,0,0,0
mark.edwards@acmecorp.com,stephen.ortiz@acmecorp.com,2024-01-24 13:06:00,0,0,0,29,0,0.103,0,0,0
justin.kim@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-24 18:13:00,0,0,0,21,0,0.143,0,0,0
elizabeth.mendoza@acmecorp.com,justin.kim@acmecorp.com,2024-01-24 17:34:00,0,0,0,25,0,0.12,0,0,0
margaret.ross@acmecorp.com,jennifer.sanders@acmecorp.com,2024-01-24 17:45:00,0,0,0,20,0,0.15,0,0,0
kathleen.stewart@acmecorp.com,melissa.howard@acmecorp.com,2024-01-24 19:03:00,0,0,0,21,0,0.143,0,0,0
melissa.howard@acmecorp.com,alexander.rodriguez@acmecorp.com,2024-01-24 17:13:00,0,0,0,25,0,0.12,0,1,3356665
stephanie.morales@acmecorp.com,mark.edwards@acmecorp.com,2024-01-24 18:34:00,0,0,0,21,0,0.143,0,0,0
alexander.martin@acmecorp.com,brandon.reed@acmecorp.com,2024-01-24 08:33:00,0,0,0,25,0,0.12,0,0,0
jason.hughes@acmecorp.com,christopher.martinez@acmecorp.com,2024-01-24 08:09:00,0,0,0,23,0,0.13,0,1,2326560
brian.chavez@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-24 09:55:00,0,0,0,20,0,0.15,0,0,0
david.jones@acmecorp.com,kenneth.long@acmecorp.com,2024-01-24 12:29:00,0,0,0,21,0,0.143,0,0,0
nicole.brooks@acmecorp.com,charles.patel@acmecorp.com,2024-01-24 15:56:00,0,0,0,16,0,0.125,0,1,1247199
dennis.jimenez@acmecorp.com,cynthia.taylor@acmecorp.com,2024-01-24 12:45:00,0,0,0,29,0,0.103,0,0,0
shirley.cox@acmecorp.com,sharon.sanders@acmecorp.com,2024-01-24 12:07:00,0,0,0,25,0,0.12,0,0,0
steven.robinson@acmecorp.com,deborah.kelly@acmecorp.com,2024-01-24 14:19:00,0,0,0,20,0,0.1,0,0,0
sharon.rodriguez@acmecorp.com,alexander.rodriguez@acmecorp.com,2024-01-25 08:52:00,0,0,0,19,0,0.158,0,0,0
david.cook@acmecorp.com,kimberly.long@acmecorp.com,2024-01-25 11:57:00,0,0,0,11,0,0.182,0,0,0
stephen.johnson@acmecorp.com,anthony.bennett@acmecorp.com,2024-01-25 11:14:00,0,0,0,23,0,0.13,0,0,0
david.jones@acmecorp.com,karen.watson@acmecorp.com,2024-01-25 20:16:00,0,0,0,25,0,0.12,0,0,0
mark.wright@acmecorp.com,sharon.lee@acmecorp.com,2024-01-25 09:36:00,0,0,0,19,0,0.158,0,1,2808025
cynthia.cruz@acmecorp.com,contact42@protonmail.com,2024-01-25 13:16:00,1,2,1,21,0,0.143,1,1,37381928
sharon.rodriguez@acmecorp.com,christine.peterson@acmecorp.com,2024-01-25 12:29:00,0,0,0,29,0,0.103,0,0,0
kathleen.stewart@acmecorp.com,pamela.gray@acmecorp.com,2024-01-25 13:56:00,0,0,0,21,0,0.143,0,0,0
raymond.parker@acmecorp.com,emma.diaz@acmecorp.com,2024-01-25 15:08:00,0,0,0,16,0,0.125,0,0,0
anthony.wright@acmecorp.com,stephen.johnson@acmecorp.com,2024-01-25 10:36:00,0,0,0,20,0,0.15,0,1,3707458
steven.robinson@acmecorp.com,margaret.patel@acmecorp.com,2024-01-25 19:38:00,0,0,0,23,0,0.13,0,0,0
timothy.scott@acmecorp.com,david.jones@acmecorp.com,2024-01-25 13:01:00,0,0,0,20,0,0.15,0,0,0
mark.edwards@acmecorp.com,edward.miller@acmecorp.com,2024-01-25 09:20:00,0,0,0,25,0,0.12,0,1,2406036
anthony.wright@acmecorp.com,justin.phillips@acmecorp.com,2024-01-25 12:18:00,0,0,0,25,0,0.12,0,0,0
david.cook@acmecorp.com,brandon.reed@acmecorp.com,2024-01-25 12:16:00,0,0,0,21,0,0.143,0,0,0
ashley.thomas@acmecorp.com,emma.diaz@acmecorp.com,2024-01-25 13:26:00,0,0,0,23,0,0.13,0,0,0
patricia.garcia@acmecorp.com,margaret.patel@acmecorp.com,2024-01-25 19:54:00,0,0,0,25,0,0.12,0,1,2128863
brandon.reed@acmecorp.com,dennis.jimenez@acmecorp.com,2024-01-25 20:08:00,0,0,0,20,0,0.15,0,0,0
donald.taylor@acmecorp.com,margaret.ross@acmecorp.com,2024-01-25 12:23:00,0,0,0,21,0,0.143,0,0,0
david.jones@acmecorp.com,paul.lee@acmecorp.com,2024-01-25 10:49:00,0,0,0,25,0,0.12,0,1,4377529
anthony.bennett@acmecorp.com,patricia.garcia@acmecorp.com,2024-01-25 20:15:00,0,0,0,20,0,0.15,0,0,0
christine.wilson@acmecorp.com,maria.gray@acmecorp.com,2024-01-25 11:14:00,0,0,0,29,0,0.103,0,0,0
eric.harris@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-25 09:27:00,0,0,0,16,0,0.125,0,0,0
angela.hernandez@acmecorp.com,contact60@protonmail.com,2024-01-25 15:38:00,0,0,0,20,0,0.1,1,0,0
michael.bailey@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-25 12:02:00,0,0,0,19,0,0.158,0,0,0
edward.miller@acmecorp.com,dennis.jimenez@acmecorp.com,2024-01-25 16:19:00,0,0,0,21,0,0.143,0,0,0
kimberly.long@acmecorp.com,mark.anderson@acmecorp.com,2024-01-25 09:28:00,0,0,0,20,0,0.15,0,0,0
emily.foster@acmecorp.com,paul.lee@acmecorp.com,2024-01-25 12:32:00,0,0,0,19,0,0.158,0,0,0
justin.king@acmecorp.com,justin.phillips@acmecorp.com,2024-01-25 15:01:00,0,0,0,25,0,0.12,0,0,0
margaret.ross@acmecorp.com,eric.harris@acmecorp.com,2024-01-25 17:05:00,0,0,0,11,0,0.182,0,0,0
lisa.cox@acmecorp.com,benjamin.cox@acmecorp.com,2024-01-25 15:44:00,0,0,0,23,0,0.13,0,1,4567158
eric.harris@acmecorp.com,sandra.campbell@acmecorp.com,2024-01-25 17:50:00,0,0,0,21,0,0.19,0,1,3893602
mark.anderson@acmecorp.com,amy.phillips@acmecorp.com,2024-01-25 19:13:00,0,0,0,21,0,0.143,0,0,0
justin.kim@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-25 12:03:00,0,0,0,23,0,0.13,0,0,0
alexander.martin@acmecorp.com,david.jones@acmecorp.com,2024-01-25 15:36:00,0,0,0,25,0,0.12,0,0,0
janet.morales@acmecorp.com,sharon.lee@acmecorp.com,2024-01-25 11:02:00,0,0,0,21,0,0.19,0,0,0
elizabeth.mendoza@acmecorp.com,mark.wright@acmecorp.com,2024-01-25 20:03:00,0,0,0,20,0,0.1,0,0,0
nicole.brooks@acmecorp.com,anna.reyes@acmecorp.com,2024-01-25 08:36:00,0,0,0,19,0,0.158,0,0,0
nancy.scott@acmecorp.com,karen.watson@acmecorp.com,2024-01-25 14:04:00,0,0,0,11,0,0.182,0,1,3405576
michael.bailey@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-25 15:31:00,0,0,0,19,0,0.158,0,0,0
donald.taylor@acmecorp.com,samantha.cook@acmecorp.com,2024-01-25 11:23:00,0,0,0,21,0,0.143,0,0,0
kathleen.smith@acmecorp.com,contact186@outlook.com,2024-01-25 17:57:00,0,0,0,20,0,0.1,1,0,0
stephanie.morales@acmecorp.com,amy.phillips@acmecorp.com,2024-01-25 13:26:00,0,0,0,16,0,0.125,0,0,0
emma.diaz@acmecorp.com,paul.torres@acmecorp.com,2024-01-25 18:13:00,0,0,0,16,0,0.125,0,0,0
karen.robinson@acmecorp.com,contact174@outlook.com,2024-01-25 12:50:00,0,0,0,23,0,0.13,1,0,0
alexander.rodriguez@acmecorp.com,alexander.martin@acmecorp.com,2024-01-25 10:22:00,0,0,0,25,0,0.12,0,0,0
stephanie.morales@acmecorp.com,mark.edwards@acmecorp.com,2024-01-25 20:50:00,0,0,0,21,0,0.143,0,0,0
paul.torres@acmecorp.com,contact53@gmail.com,2024-01-25 17:35:00,0,0,0,16,0,0.125,1,1,4294203
deborah.kelly@acmecorp.com,sandra.campbell@acmecorp.com,2024-01-25 13:43:00,0,0,0,23,0,0.13,0,0,0
kathleen.smith@acmecorp.com,margaret.patel@acmecorp.com,2024-01-25 10:50:00,0,0,0,20,0,0.15,0,0,0
jennifer.sanders@acmecorp.com,christine.wilson@acmecorp.com,2024-01-25 19:40:00,0,0,0,25,0,0.12,0,0,0
janet.morales@acmecorp.com,nancy.howard@acmecorp.com,2024-01-25 17:55:00,1,1,0,24,-1,0.125,0,0,0
karen.watson@acmecorp.com,justin.phillips@acmecorp.com,2024-01-25 07:15:00,0,0,0,16,0,0.125,0,0,0
alexander.martin@acmecorp.com,samuel.diaz@acmecorp.com,2024-01-25 13:07:00,0,0,0,20,0,0.15,0,0,0
justin.king@acmecorp.com,margaret.wood@acmecorp.com,2024-01-25 14:10:00,0,0,0,29,0,0.103,0,1,4869091
elizabeth.mendoza@acmecorp.com,kimberly.james@acmecorp.com,2024-01-25 09:00:00,0,0,0,25,0,0.12,0,0,0
christopher.martinez@acmecorp.com,brandon.reed@acmecorp.com,2024-01-25 14:03:00,0,0,0,25,0,0.12,0,0,0
nancy.howard@acmecorp.com,sharon.sanders@acmecorp.com,2024-01-25 09:48:00,0,0,0,20,0,0.15,0,0,0
sharon.rodriguez@acmecorp.com,mark.anderson@acmecorp.com,2024-01-25 10:32:00,0,0,0,29,0,0.103,0,0,0
gary.williams@acmecorp.com,justin.king@acmecorp.com,2024-01-25 13:54:00,1,1,0,32,0,0.125,0,0,0
anthony.bennett@acmecorp.com,karen.edwards@acmecorp.com,2024-01-25 18:18:00,0,0,0,21,0,0.143,0,0,0
angela.hernandez@acmecorp.com,brian.chavez@acmecorp.com,2024-01-25 09:38:00,0,0,0,25,0,0.12,0,0,0
charles.patel@acmecorp.com,anthony.wright@acmecorp.com,2024-01-25 12:22:00,0,0,0,21,0,0.143,0,0,0
christine.wood@acmecorp.com,donald.lee@acmecorp.com,2024-01-25 10:47:00,0,0,0,23,0,0.13,0,0,0
thomas.hall@acmecorp.com,justin.kim@acmecorp.com,2024-01-25 08:23:00,0,0,0,20,0,0.1,0,0,0
paul.torres@acmecorp.com,benjamin.cox@acmecorp.com,2024-01-25 19:53:00,0,0,0,25,0,0.12,0,0,0
amy.phillips@acmecorp.com,margaret.ross@acmecorp.com,2024-01-25 07:45:00,0,0,0,19,0,0.158,0,1,4444402
deborah.kelly@acmecorp.com,ryan.lopez@acmecorp.com,2024-01-25 15:48:00,0,0,0,25,0,0.12,0,0,0
shirley.cox@acmecorp.com,christine.wood@acmecorp.com,2024-01-25 09:44:00,0,0,0,23,0,0.13,0,0,0
david.cook@acmecorp.com,christopher.martinez@acmecorp.com,2024-01-25 13:43:00,0,0,0,23,0,0.13,0,0,0
patricia.garcia@acmecorp.com,catherine.green@acmecorp.com,2024-01-25 19:30:00,0,0,0,21,0,0.143,0,1,1004419
karen.robinson@acmecorp.com,donald.taylor@acmecorp.com,2024-01-25 17:14:00,0,0,0,21,0,0.143,0,1,4087369
anthony.bennett@acmecorp.com,christine.evans@acmecorp.com,2024-01-25 09:56:00,0,0,0,19,0,0.158,0,0,0
katherine.cooper@acmecorp.com,pamela.gray@acmecorp.com,2024-01-25 15:33:00,1,3,0,30,-1,0.3,0,1,45029407
kimberly.long@acmecorp.com,christine.evans@acmecorp.com,2024-01-25 12:57:00,0,0,0,23,0,0.13,0,0,0
linda.perez@acmecorp.com,kenneth.long@acmecorp.com,2024-01-25 13:59:00,0,0,0,20,0,0.15,0,1,4446215
jessica.reyes@acmecorp.com,laura.williams@acmecorp.com,2024-01-25 12:28:00,0,0,0,13,0,0.154,0,0,0
deborah.kelly@acmecorp.com,angela.hernandez@acmecorp.com,2024-01-25 17:06:00,0,0,0,19,0,0.158,0,0,0
kimberly.james@acmecorp.com,kenneth.long@acmecorp.com,2024-01-25 09:29:00,0,0,0,20,0,0.1,0,0,0
