user,employee_name,department,device,plug_time,unplug_time,duration_min,bytes_copied,source_ip
EMP-1016,Shirley Cox,IT Security,USB-4657,2024-01-21 11:52:00,2024-01-21 12:26:00,34,95245524,10.177.52.183
EMP-1042,Brian Chavez,Finance,USB-4257,2024-01-21 18:39:00,2024-01-21 18:58:00,19,319591488,10.241.8.30
EMP-1034,Paul Torres,Sales,USB-7912,2024-01-21 08:42:00,2024-01-21 09:05:00,23,173429934,10.176.163.219
EMP-1041,Michelle Robinson,Engineering,USB-1409,2024-01-21 10:12:00,2024-01-21 10:31:00,19,168517774,10.85.72.222
EMP-1091,Nancy Howard,Engineering,USB-2824,2024-01-21 12:43:00,2024-01-21 14:14:00,91,0,10.121.90.105
EMP-1048,Cynthia Cruz,Research & Development,USB-9279,2024-01-21 17:34:00,2024-01-21 19:46:00,132,314174627,10.122.204.231
EMP-1081,Stephanie Morales,Engineering,USB-7912,2024-01-21 08:01:00,2024-01-21 08:39:00,38,31597510,10.39.208.145
EMP-1070,Sharon Sanders,Operations,USB-2679,2024-01-21 13:14:00,2024-01-21 15:19:00,125,0,10.213.240.23
EMP-1014,Gary Williams,Sales,USB-2679,2024-01-21 15:29:00,2024-01-21 17:24:00,115,0,10.15.62.225
EMP-1088,Jessica Reyes,Research & Development,USB-1434,2024-01-21 09:33:00,2024-01-21 11:44:00,131,25669063,10.129.139.127
EMP-1056,Karen Robinson,IT Security,USB-2535,2024-01-21 13:01:00,2024-01-21 13:11:00,10,0,10.55.17.107
EMP-1082,Ashley Thomas,Finance,USB-2535,2024-01-22 16:39:00,2024-01-22 19:37:00,178,0,10.98.116.233
EMP-1010,Karen Watson,Operations,USB-1409,2024-01-22 15:33:00,2024-01-22 16:47:00,74,0,10.17.99.98
EMP-1021,Raymond Parker,Engineering,USB-2424,2024-01-22 09:18:00,2024-01-22 11:13:00,115,0,10.222.187.14
EMP-1020,Patrick Kelly,Operations,USB-4811,2024-01-22 11:16:00,2024-01-22 12:58:00,102,0,10.207.105.49
EMP-1020,Patrick Kelly,Operations,USB-1409,2024-01-22 11:03:00,2024-01-22 13:28:00,145,0,10.207.105.49
EMP-1054,Kimberly Long,Sales,USB-9928,2024-01-22 10:03:00,2024-01-22 12:09:00,126,118191888,10.125.161.62
EMP-1058,Kathleen Smith,Research & Development,USB-7912,2024-01-22 08:28:00,2024-01-22 10:32:00,124,0,10.138.192.189
EMP-1097,Mark Anderson,Executive,USB-5506,2024-01-22 10:05:00,2024-01-22 12:37:00,152,0,10.239.184.75
EMP-1072,Gary Ramirez,Finance,USB-2679,2024-01-22 12:57:00,2024-01-22 13:03:00,6,270855573,10.226.153.180
EMP-1012,Sharon Lee,Finance,USB-4582,2024-01-22 11:38:00,2024-01-22 12:46:00,68,0,10.196.46.130
EMP-1065,Lisa Cox,Legal,USB-4257,2024-01-22 11:33:00,2024-01-22 14:16:00,163,0,10.247.80.28
EMP-1068,David Cook,Research & Development,USB-2535,2024-01-22 15:23:00,2024-01-22 17:36:00,133,0,10.28.111.246
EMP-1063,Brian Lewis,Human Resources,USB-1409,2024-01-22 08:32:00,2024-01-22 10:36:00,124,208936144,10.244.64.52
EMP-1016,Shirley Cox,IT Security,USB-4582,2024-01-22 09:19:00,2024-01-22 11:57:00,158,0,10.177.52.183
EMP-1071,Ashley Long,Engineering,USB-1434,2024-01-22 11:26:00,2024-01-22 12:12:00,46,0,10.8.127.218
EMP-1007,Dennis Jimenez,Executive,USB-4582,2024-01-22 17:02:00,2024-01-22 19:24:00,142,317724910,10.103.69.17
EMP-1081,Stephanie Morales,Engineering,USB-4257,2024-01-22 15:43:00,2024-01-22 17:49:00,126,330418115,10.39.208.145
EMP-1012,Sharon Lee,Finance,USB-3286,2024-01-22 18:16:00,2024-01-22 20:07:00,111,0,10.196.46.130
EMP-1040,Paul Lee,Operations,USB-7873,2024-01-22 17:32:00,2024-01-22 19:08:00,96,329306082,10.57.52.210
EMP-1097,Mark Anderson,Executive,USB-9279,2024-01-23 10:00:00,2024-01-23 11:08:00,68,0,10.239.184.75
EMP-1023,Nancy Scott,Human Resources,USB-3286,2024-01-23 17:10:00,2024-01-23 17:43:00,33,90655830,10.207.221.220
EMP-1077,Margaret Patel,Executive,USB-4582,2024-01-23 14:36:00,2024-01-23 16:14:00,98,36104800,10.73.252.26
EMP-1004,Alexander Rodriguez,Sales,USB-4811,2024-01-23 18:48:00,2024-01-23 21:46:00,178,0,10.253.21.219
EMP-1035,Steven Miller,Legal,USB-4811,2024-01-23 14:55:00,2024-01-23 15:33:00,38,80560259,10.12.1.86
EMP-1052,Michael Bailey,Finance,USB-5506,2024-01-23 13:31:00,2024-01-23 16:05:00,154,0,10.206.119.171
EMP-1032,Thomas Hall,Finance,USB-2824,2024-01-23 08:32:00,2024-01-23 09:26:00,54,0,10.41.113.214
EMP-1055,Elizabeth Alvarez,Legal,USB-9928,2024-01-23 16:47:00,2024-01-23 19:15:00,148,353258175,10.82.229.139
EMP-1042,Brian Chavez,Finance,USB-1488,2024-01-24 16:58:00,2024-01-24 19:58:00,180,0,10.241.8.30
EMP-1007,Dennis Jimenez,Executive,USB-4811,2024-01-24 16:48:00,2024-01-24 18:45:00,117,0,10.103.69.17
EMP-1033,Christine Peterson,Human Resources,USB-4657,2024-01-24 15:26:00,2024-01-24 15:57:00,31,0,10.68.30.228
EMP-1022,Stephanie Sanders,Finance,USB-3286,2024-01-24 09:56:00,2024-01-24 12:21:00,145,17651585,10.49.138.115
EMP-1038,Anthony Mendoza,Research & Development,USB-2824,2024-01-24 15:46:00,2024-01-24 17:53:00,127,0,10.200.144.227
EMP-1082,Ashley Thomas,Finance,USB-2679,2024-01-24 15:12:00,2024-01-24 16:33:00,81,0,10.98.116.233
EMP-1090,Maria Gray,Operations,USB-4257,2024-01-24 13:24:00,2024-01-24 14:25:00,61,0,10.121.133.167
EMP-1005,Timothy Scott,Legal,USB-7912,2024-01-24 18:17:00,2024-01-24 20:51:00,154,460403684,10.95.91.54
EMP-1002,Margaret Ross,Finance,USB-1488,2024-01-24 11:33:00,2024-01-24 14:14:00,161,0,10.25.92.217
EMP-1054,Kimberly Long,Sales,USB-2824,2024-01-24 14:43:00,2024-01-24 14:59:00,16,196398516,10.125.161.62
EMP-1075,Stephen Ortiz,Legal,USB-5012,2024-01-24 13:20:00,2024-01-24 14:31:00,71,149776066,10.91.180.117
EMP-1022,Stephanie Sanders,Finance,USB-5506,2024-01-24 15:40:00,2024-01-24 16:41:00,61,0,10.49.138.115
EMP-1031,Kenneth Long,Engineering,USB-1434,2024-01-24 12:45:00,2024-01-24 15:00:00,135,0,10.145.26.19
EMP-1081,Stephanie Morales,Engineering,USB-9935,2024-01-25 15:02:00,2024-01-25 17:09:00,127,0,10.39.208.145
EMP-1097,Mark Anderson,Executive,USB-2679,2024-01-25 14:30:00,2024-01-25 14:58:00,28,0,10.239.184.75
EMP-1040,Paul Lee,Operations,USB-9935,2024-01-25 14:33:00,2024-01-25 17:31:00,178,0,10.57.52.210
EMP-1096,Benjamin Cox,IT Security,USB-7873,2024-01-25 09:52:00,2024-01-25 11:54:00,122,325599361,10.142.4.142
EMP-1081,Stephanie Morales,Engineering,USB-1409,2024-01-25 17:26:00,2024-01-25 18:55:00,89,0,10.39.208.145
EMP-1068,David Cook,Research & Development,USB-4582,2024-01-25 10:40:00,2024-01-25 12:53:00,133,251373738,10.28.111.246
EMP-1015,Janet Morales,Legal,USB-9935,2024-01-25 11:38:00,2024-01-25 12:37:00,59,0,10.169.122.243
EMP-1018,Robert Ramos,Research & Development,USB-9279,2024-01-25 13:06:00,2024-01-25 15:56:00,170,0,10.19.182.162
EMP-1046,Christine Evans,IT Security,USB-9928,2024-01-25 15:18:00,2024-01-25 16:57:00,99,0,10.33.50.108
EMP-1040,Paul Lee,Operations,USB-1520,2024-01-25 15:10:00,2024-01-25 17:02:00,112,401885887,10.57.52.210
EMP-1026,Jason Hughes,IT Security,USB-7912,2024-01-25 08:21:00,2024-01-25 10:20:00,119,0,10.49.76.56
EMP-1054,Kimberly Long,Sales,USB-5012,2024-01-25 15:44:00,2024-01-25 16:54:00,70,0,10.125.161.62
EMP-1069,Alexander Martin,Marketing,USB-9279,2024-01-25 14:36:00,2024-01-25 15:12:00,36,0,10.70.158.207
EMP-1079,Stephen Nguyen,Marketing,USB-9928,2024-01-25 08:37:00,2024-01-25 10:40:00,123,335528074,10.224.4.147
EMP-1066,Pamela Gray,IT Security,USB-2535,2024-01-26 15:25:00,2024-01-26 17:49:00,144,0,10.152.177.213
EMP-1061,Samuel Diaz,Engineering,USB-5012,2024-01-26 10:43:00,2024-01-26 12:15:00,92,0,10.67.98.84
EMP-1013,Samantha Cook,Human Resources,USB-5506,2024-01-26 09:51:00,2024-01-26 12:51:00,180,0,10.196.42.139
EMP-1050,Patricia Garcia,Operations,USB-3286,2024-01-26 09:17:00,2024-01-26 10:11:00,54,0,10.107.227.162
EMP-1030,Anthony Bennett,Operations,USB-4657,2024-01-26 18:07:00,2024-01-26 20:09:00,122,0,10.34.172.166
EMP-1030,Anthony Bennett,Operations,USB-4811,2024-01-26 14:35:00,2024-01-26 17:01:00,146,0,10.34.172.166
EMP-1024,Katherine Cooper,Sales,USB-5506,2024-01-26 12:23:00,2024-01-26 12:37:00,14,204083740,10.105.125.124
EMP-1039,Donald Lee,Marketing,USB-3286,2024-01-26 17:48:00,2024-01-26 20:44:00,176,0,10.189.237.86
EMP-1054,Kimberly Long,Sales,USB-4257,2024-01-26 09:54:00,2024-01-26 11:03:00,69,27856167,10.125.161.62
EMP-1065,Lisa Cox,Legal,USB-1409,2024-01-26 08:53:00,2024-01-26 10:08:00,75,0,10.247.80.28
EMP-1094,Edward Miller,Sales,USB-1488,2024-01-26 16:54:00,2024-01-26 18:02:00,68,460043165,10.194.128.161
EMP-1026,Jason Hughes,IT Security,USB-4811,2024-01-26 16:51:00,2024-01-26 18:37:00,106,0,10.49.76.56
EMP-1003,Jennifer Sanders,Human Resources,USB-7873,2024-01-26 08:07:00,2024-01-26 10:13:00,126,0,10.21.142.76
EMP-1022,Stephanie Sanders,Finance,USB-5506,2024-01-26 09:47:00,2024-01-26 10:30:00,43,0,10.49.138.115
EMP-1004,Alexander Rodriguez,Sales,USB-9928,2024-01-26 15:27:00,2024-01-26 16:30:00,63,0,10.253.21.219
EMP-1073,Eric Harris,Human Resources,USB-1409,2024-01-26 17:04:00,2024-01-26 18:21:00,77,0,10.143.195.62
EMP-1028,Angela Hernandez,Research & Development,USB-9935,2024-01-26 09:54:00,2024-01-26 11:35:00,101,0,10.221.61.104
EMP-1044,Deborah Kelly,Sales,USB-3286,2024-01-26 11:12:00,2024-01-26 13:12:00,120,0,10.112.1.134
EMP-1043,Justin King,Human Resources,USB-4582,2024-01-26 09:54:00,2024-01-26 12:45:00,171,0,10.187.202.81
EMP-1070,Sharon Sanders,Operations,USB-4582,2024-01-26 18:22:00,2024-01-26 20:19:00,117,0,10.213.240.23
EMP-1029,Justin Kim,Marketing,USB-1434,2024-01-26 14:58:00,2024-01-26 17:17:00,139,0,10.169.150.145
EMP-1056,Karen Robinson,IT Security,USB-3286,2024-01-26 15:15:00,2024-01-26 18:04:00,169,0,10.55.17.107
EMP-1079,Stephen Nguyen,Marketing,USB-4582,2024-01-26 08:46:00,2024-01-26 09:03:00,17,301463217,10.224.4.147
EMP-1029,Justin Kim,Marketing,USB-4657,2024-01-26 15:49:00,2024-01-26 16:55:00,66,0,10.169.150.145
EMP-1099,Emily Foster,Marketing,USB-4811,2024-01-27 15:18:00,2024-01-27 15:42:00,24,0,10.211.1.73
EMP-1045,Sharon Rodriguez,Legal,USB-1488,2024-01-27 13:27:00,2024-01-27 13:59:00,32,284205927,10.218.32.185
EMP-1014,Gary Williams,Sales,USB-1488,2024-01-27 16:44:00,2024-01-27 17:37:00,53,0,10.15.62.225
EMP-1009,Justin Phillips,Marketing,USB-4582,2024-01-27 18:16:00,2024-01-27 19:26:00,70,0,10.127.24.194
EMP-1032,Thomas Hall,Finance,USB-2824,2024-01-27 13:40:00,2024-01-27 13:46:00,6,0,10.41.113.214
EMP-1088,Jessica Reyes,Research & Development,USB-5012,2024-01-27 18:27:00,2024-01-27 21:23:00,176,0,10.129.139.127
EMP-1088,Jessica Reyes,Research & Development,USB-4257,2024-01-27 12:43:00,2024-01-27 13:23:00,40,0,10.129.139.127
EMP-1089,Scott Garcia,Marketing,USB-4811,2024-01-27 09:59:00,2024-01-27 11:45:00,106,430681613,10.65.7.24
EMP-1036,Charles Patel,IT Security,USB-5506,2024-01-27 09:35:00,2024-01-27 10:26:00,51,0,10.3.29.20
EMP-1075,Stephen Ortiz,Legal,USB-5012,2024-01-27 18:52:00,2024-01-27 20:00:00,68,0,10.91.180.117
EMP-1056,Karen Robinson,IT Security,USB-2424,2024-01-27 13:33:00,2024-01-27 15:27:00,114,368248182,10.55.17.107
EMP-1026,Jason Hughes,IT Security,USB-5506,2024-01-27 13:27:00,2024-01-27 15:23:00,116,94343892,10.49.76.56
EMP-1067,Rachel Foster,Executive,USB-7873,2024-01-27 08:00:00,2024-01-27 08:42:00,42,0,10.201.11.89
EMP-1092,Christine Wilson,Finance,USB-1488,2024-01-27 16:12:00,2024-01-27 16:31:00,19,0,10.127.74.170
EMP-1048,Cynthia Cruz,Research & Development,USB-4582,2024-01-27 10:27:00,2024-01-27 12:33:00,126,0,10.122.204.231
EMP-1097,Mark Anderson,Executive,USB-4811,2024-01-27 12:54:00,2024-01-27 13:11:00,17,0,10.239.184.75
EMP-1058,Kathleen Smith,Research & Development,USB-4582,2024-01-27 14:03:00,2024-01-27 14:24:00,21,147541562,10.138.192.189
EMP-1033,Christine Peterson,Human Resources,USB-4582,2024-01-27 13:59:00,2024-01-27 15:03:00,64,0,10.68.30.228
EMP-1073,Eric Harris,Human Resources,USB-1488,2024-01-27 17:17:00,2024-01-27 17:23:00,6,360216686,10.143.195.62
EMP-1079,Stephen Nguyen,Marketing,USB-9935,2024-01-27 12:08:00,2024-01-27 13:44:00,96,0,10.224.4.147
EMP-1070,Sharon Sanders,Operations,USB-1409,2024-01-27 15:52:00,2024-01-27 18:14:00,142,0,10.213.240.23
EMP-1006,Nicole Brooks,IT Security,USB-4582,2024-01-27 18:03:00,2024-01-27 19:25:00,82,473082706,10.119.98.70
EMP-1058,Kathleen Smith,Research & Development,USB-4582,2024-01-27 16:54:00,2024-01-27 19:54:00,180,6790955,10.138.192.189
EMP-1075,Stephen Ortiz,Legal,USB-1434,2024-01-27 10:17:00,2024-01-27 11:11:00,54,186871206,10.91.180.117
EMP-1100,Karen Edwards,Operations,USB-2824,2024-01-27 08:31:00,2024-01-27 08:51:00,20,0,10.142.196.140
EMP-1076,Steven Robinson,IT Security,USB-4582,2024-01-28 09:20:00,2024-01-28 10:03:00,43,0,10.31.191.138
EMP-1083,Emma Diaz,Human Resources,USB-7912,2024-01-28 16:34:00,2024-01-28 16:50:00,16,354543845,10.246.190.26
EMP-1067,Rachel Foster,Executive,USB-7912,2024-01-28 16:54:00,2024-01-28 17:56:00,62,0,10.201.11.89
EMP-1094,Edward Miller,Sales,USB-2424,2024-01-28 08:44:00,2024-01-28 11:35:00,171,383361862,10.194.128.161
EMP-1060,Cynthia Taylor,Operations,USB-1434,2024-01-28 14:00:00,2024-01-28 16:18:00,138,0,10.152.145.170
EMP-1085,Laura Ruiz,Legal,USB-9279,2024-01-28 12:11:00,2024-01-28 14:03:00,112,0,10.60.74.181
EMP-1040,Paul Lee,Operations,USB-2424,2024-01-28 14:07:00,2024-01-28 14:28:00,21,0,10.57.52.210
EMP-1058,Kathleen Smith,Research & Development,USB-2535,2024-01-28 18:13:00,2024-01-28 18:27:00,14,0,10.138.192.189
EMP-1024,Katherine Cooper,Sales,USB-1434,2024-01-28 18:52:00,2024-01-28 18:57:00,5,0,10.105.125.124
EMP-1072,Gary Ramirez,Finance,USB-2679,2024-01-28 18:43:00,2024-01-28 20:03:00,80,0,10.226.153.180
EMP-1068,David Cook,Research & Development,USB-5012,2024-01-28 09:03:00,2024-01-28 11:37:00,154,0,10.28.111.246
EMP-1052,Michael Bailey,Finance,USB-4657,2024-01-28 14:34:00,2024-01-28 17:23:00,169,319867734,10.206.119.171
EMP-1075,Stephen Ortiz,Legal,USB-7912,2024-01-28 16:03:00,2024-01-28 17:20:00,77,0,10.91.180.117
EMP-1082,Ashley Thomas,Finance,USB-1409,2024-01-28 08:39:00,2024-01-28 09:26:00,47,0,10.98.116.233
EMP-1083,Emma Diaz,Human Resources,USB-1409,2024-01-28 12:58:00,2024-01-28 15:06:00,128,268699061,10.246.190.26
EMP-1072,Gary Ramirez,Finance,USB-1520,2024-01-28 12:55:00,2024-01-28 15:18:00,143,0,10.226.153.180
EMP-1056,Karen Robinson,IT Security,USB-7873,2024-01-28 08:55:00,2024-01-28 09:44:00,49,104508015,10.55.17.107
EMP-1066,Pamela Gray,IT Security,USB-5506,2024-01-28 11:01:00,2024-01-28 12:15:00,74,110760006,10.152.177.213
EMP-1046,Christine Evans,IT Security,USB-4811,2024-01-28 15:41:00,2024-01-28 16:17:00,36,0,10.33.50.108
EMP-1080,Kathleen Cruz,Operations,USB-5012,2024-01-28 16:37:00,2024-01-28 17:16:00,39,203319870,10.241.221.123
EMP-1005,Timothy Scott,Legal,USB-2679,2024-01-28 08:36:00,2024-01-28 10:28:00,112,0,10.95.91.54
EMP-1094,Edward Miller,Sales,USB-2824,2024-01-29 10:13:00,2024-01-29 11:50:00,97,267105122,10.194.128.161
EMP-1023,Nancy Scott,Human Resources,USB-4811,2024-01-29 13:21:00,2024-01-29 14:04:00,43,228456281,10.207.221.220
EMP-1049,Andrew Rogers,Marketing,USB-3286,2024-01-29 16:38:00,2024-01-29 17:25:00,47,0,10.173.80.58
EMP-1075,Stephen Ortiz,Legal,USB-4582,2024-01-29 11:00:00,2024-01-29 13:49:00,169,0,10.91.180.117
EMP-1072,Gary Ramirez,Finance,USB-2535,2024-01-29 17:19:00,2024-01-29 18:03:00,44,0,10.226.153.180
EMP-1098,Kathleen Stewart,Research & Development,USB-1434,2024-01-29 11:02:00,2024-01-29 11:26:00,24,0,10.99.49.236
EMP-1065,Lisa Cox,Legal,USB-1409,2024-01-29 08:26:00,2024-01-29 10:56:00,150,155670699,10.247.80.28
EMP-1005,Timothy Scott,Legal,USB-4811,2024-01-29 14:39:00,2024-01-29 17:04:00,145,0,10.95.91.54
EMP-1001,Mark Edwards,Engineering,USB-7873,2024-01-30 12:58:00,2024-01-30 15:07:00,129,0,10.179.109.88
EMP-1087,Christopher Martinez,Executive,USB-7873,2024-01-30 18:23:00,2024-01-30 18:48:00,25,131545,10.192.212.146
EMP-1068,David Cook,Research & Development,USB-3286,2024-01-30 15:48:00,2024-01-30 16:07:00,19,280361418,10.28.111.246
EMP-1011,Stephen Johnson,Engineering,USB-1409,2024-01-30 10:15:00,2024-01-30 12:36:00,141,416694000,10.197.165.88
EMP-1003,Jennifer Sanders,Human Resources,USB-4657,2024-01-30 12:28:00,2024-01-30 14:21:00,113,0,10.21.142.76
EMP-1043,Justin King,Human Resources,USB-9928,2024-01-30 15:28:00,2024-01-30 17:48:00,140,0,10.187.202.81
EMP-1052,Michael Bailey,Finance,USB-4257,2024-01-30 10:09:00,2024-01-30 13:02:00,173,0,10.206.119.171
EMP-1099,Emily Foster,Marketing,USB-1434,2024-01-30 12:27:00,2024-01-30 13:08:00,41,0,10.211.1.73
EMP-1040,Paul Lee,Operations,USB-4811,2024-01-30 10:46:00,2024-01-30 12:05:00,79,0,10.57.52.210
EMP-1091,Nancy Howard,Engineering,USB-1409,2024-01-30 16:47:00,2024-01-30 16:52:00,5,0,10.121.90.105
EMP-1093,Ryan Lopez,Human Resources,USB-7912,2024-01-30 10:53:00,2024-01-30 11:53:00,60,0,10.249.198.104
EMP-1013,Samantha Cook,Human Resources,USB-2535,2024-01-30 18:31:00,2024-01-30 20:09:00,98,0,10.196.42.139
EMP-1030,Anthony Bennett,Operations,USB-7873,2024-01-30 08:40:00,2024-01-30 10:05:00,85,157173550,10.34.172.166
EMP-1008,Margaret Wood,Research & Development,USB-1520,2024-01-30 15:03:00,2024-01-30 17:53:00,170,0,10.68.36.64
EMP-1046,Christine Evans,IT Security,USB-1520,2024-01-30 12:46:00,2024-01-30 14:14:00,88,0,10.33.50.108
EMP-1068,David Cook,Research & Development,USB-2679,2024-01-30 15:50:00,2024-01-30 18:24:00,154,285135791,10.28.111.246
EMP-1050,Patricia Garcia,Operations,USB-7873,2024-01-30 13:30:00,2024-01-30 15:47:00,137,269005001,10.107.227.162
EMP-1057,Anna Reyes,Executive,USB-4582,2024-01-30 15:15:00,2024-01-30 17:15:00,120,368132831,10.100.232.198
EMP-1095,Anthony Wright,Legal,USB-5012,2024-01-30 18:16:00,2024-01-30 19:09:00,53,426189500,10.226.179.125
EMP-1018,Robert Ramos,Research & Development,USB-1520,2024-01-30 15:14:00,2024-01-30 17:13:00,119,0,10.19.182.162
EMP-1011,Stephen Johnson,Engineering,USB-1409,2024-01-30 10:06:00,2024-01-30 11:25:00,79,0,10.197.165.88
EMP-1054,Kimberly Long,Sales,USB-9928,2024-01-31 18:37:00,2024-01-31 21:20:00,163,454775695,10.125.161.62
EMP-1075,Stephen Ortiz,Legal,USB-4257,2024-01-31 09:01:00,2024-01-31 10:06:00,65,332449413,10.91.180.117
EMP-1050,Patricia Garcia,Operations,USB-4257,2024-01-31 11:17:00,2024-01-31 11:44:00,27,0,10.107.227.162
EMP-1001,Mark Edwards,Engineering,USB-1520,2024-01-31 16:09:00,2024-01-31 17:39:00,90,0,10.179.109.88
EMP-1093,Ryan Lopez,Human Resources,USB-1434,2024-01-31 18:46:00,2024-01-31 20:26:00,100,0,10.249.198.104
EMP-1030,Anthony Bennett,Operations,USB-9928,2024-01-31 12:08:00,2024-01-31 14:47:00,159,203429417,10.34.172.166
EMP-1014,Gary Williams,Sales,USB-1434,2024-01-31 18:59:00,2024-01-31 20:32:00,93,327952513,10.15.62.225
EMP-1015,Janet Morales,Legal,USB-1488,2024-01-31 14:01:00,2024-01-31 15:15:00,74,0,10.169.122.243
EMP-1027,Catherine Green,Executive,USB-4657,2024-01-31 16:26:00,2024-01-31 17:39:00,73,395492490,10.236.219.136
EMP-1083,Emma Diaz,Human Resources,USB-2824,2024-01-31 17:05:00,2024-01-31 17:18:00,13,0,10.246.190.26
EMP-1023,Nancy Scott,Human Resources,USB-4657,2024-01-31 11:34:00,2024-01-31 12:45:00,71,0,10.207.221.220
EMP-1051,Amy Phillips,Engineering,USB-2535,2024-01-31 16:20:00,2024-01-31 17:52:00,92,0,10.200.109.57
EMP-1037,Melissa Howard,Executive,USB-1520,2024-01-31 17:39:00,2024-01-31 19:23:00,104,0,10.11.79.94
EMP-1076,Steven Robinson,IT Security,USB-5012,2024-01-31 15:37:00,2024-01-31 18:07:00,150,128996094,10.31.191.138
EMP-1046,Christine Evans,IT Security,USB-1409,2024-01-31 16:15:00,2024-01-31 16:54:00,39,0,10.33.50.108
EMP-1046,Christine Evans,IT Security,USB-9935,2024-01-31 15:33:00,2024-01-31 18:00:00,147,224635199,10.33.50.108
EMP-1091,Nancy Howard,Engineering,USB-5012,2024-01-31 13:27:00,2024-01-31 16:25:00,178,0,10.121.90.105
EMP-1052,Michael Bailey,Finance,USB-2424,2024-02-01 14:01:00,2024-02-01 15:10:00,69,0,10.206.119.171
EMP-1096,Benjamin Cox,IT Security,USB-4657,2024-02-01 09:10:00,2024-02-01 09:37:00,27,183462242,10.142.4.142
EMP-1005,Timothy Scott,Legal,USB-7912,2024-02-01 12:23:00,2024-02-01 14:19:00,116,0,10.95.91.54
EMP-1062,Carol Baker,Finance,USB-4811,2024-02-01 15:16:00,2024-02-01 15:35:00,19,206266893,10.214.21.121
EMP-1059,Mark Wright,Marketing,USB-4811,2024-02-01 13:45:00,2024-02-01 14:09:00,24,116950244,10.87.172.174
EMP-1043,Justin King,Human Resources,USB-2679,2024-02-01 15:17:00,2024-02-01 16:10:00,53,0,10.187.202.81
EMP-1077,Margaret Patel,Executive,USB-9928,2024-02-01 12:05:00,2024-02-01 13:47:00,102,0,10.73.252.26
EMP-1067,Rachel Foster,Executive,USB-2824,2024-02-01 09:20:00,2024-02-01 09:53:00,33,475940530,10.201.11.89
EMP-1075,Stephen Ortiz,Legal,USB-4257,2024-02-01 12:28:00,2024-02-01 14:12:00,104,0,10.91.180.117
EMP-1046,Christine Evans,IT Security,USB-3286,2024-02-02 10:08:00,2024-02-02 11:53:00,105,0,10.33.50.108
EMP-1016,Shirley Cox,IT Security,USB-9935,2024-02-02 11:22:00,2024-02-02 13:13:00,111,0,10.177.52.183
EMP-1090,Maria Gray,Operations,USB-1520,2024-02-02 10:04:00,2024-02-02 12:40:00,156,0,10.121.133.167
EMP-1020,Patrick Kelly,Operations,USB-4257,2024-02-02 16:10:00,2024-02-02 17:45:00,95,130118987,10.207.105.49
EMP-1099,Emily Foster,Marketing,USB-2535,2024-02-02 09:12:00,2024-02-02 12:11:00,179,0,10.211.1.73
EMP-1095,Anthony Wright,Legal,USB-2535,2024-02-02 16:41:00,2024-02-02 17:33:00,52,0,10.226.179.125
EMP-1080,Kathleen Cruz,Operations,USB-9279,2024-02-02 15:10:00,2024-02-02 15:47:00,37,0,10.241.221.123
EMP-1006,Nicole Brooks,IT Security,USB-1488,2024-02-02 11:52:00,2024-02-02 12:22:00,30,263168950,10.119.98.70
EMP-1042,Brian Chavez,Finance,USB-2679,2024-02-02 12:09:00,2024-02-02 14:24:00,135,352563213,10.241.8.30
EMP-1088,Jessica Reyes,Research & Development,USB-3286,2024-02-02 13:26:00,2024-02-02 15:57:00,151,0,10.129.139.127
EMP-1081,Stephanie Morales,Engineering,USB-2424,2024-02-02 17:34:00,2024-02-02 17:54:00,20,309920535,10.39.208.145
EMP-1084,Kimberly James,Sales,USB-1488,2024-02-02 14:23:00,2024-02-02 15:59:00,96,0,10.142.20.41
EMP-1072,Gary Ramirez,Finance,USB-5506,2024-02-02 08:09:00,2024-02-02 09:02:00,53,0,10.226.153.180
EMP-1093,Ryan Lopez,Human Resources,USB-1488,2024-02-02 09:00:00,2024-02-02 09:06:00,6,0,10.249.198.104
EMP-1024,Katherine Cooper,Sales,USB-1520,2024-02-02 10:32:00,2024-02-02 12:09:00,97,451362,10.105.125.124
EMP-1004,Alexander Rodriguez,Sales,USB-2679,2024-02-02 16:39:00,2024-02-02 17:30:00,51,0,10.253.21.219
EMP-1091,Nancy Howard,Engineering,USB-7873,2024-02-02 14:10:00,2024-02-02 15:08:00,58,0,10.121.90.105
EMP-1072,Gary Ramirez,Finance,USB-4257,2024-02-02 08:09:00,2024-02-02 09:33:00,84,266806659,10.226.153.180
EMP-1047,Brandon Reed,Executive,USB-4811,2024-02-02 10:53:00,2024-02-02 12:04:00,71,0,10.78.74.54
EMP-1081,Stephanie Morales,Engineering,USB-7873,2024-02-02 15:33:00,2024-02-02 17:34:00,121,347175589,10.39.208.145
EMP-1018,Robert Ramos,Research & Development,USB-4257,2024-02-02 10:21:00,2024-02-02 13:17:00,176,0,10.19.182.162
EMP-1096,Benjamin Cox,IT Security,USB-2535,2024-02-03 15:16:00,2024-02-03 17:49:00,153,271509976,10.142.4.142
EMP-1068,David Cook,Research & Development,USB-7912,2024-02-03 10:19:00,2024-02-03 12:21:00,122,0,10.28.111.246
EMP-1062,Carol Baker,Finance,USB-9935,2024-02-03 12:56:00,2024-02-03 13:05:00,9,397391138,10.214.21.121
EMP-1024,Katherine Cooper,Sales,USB-1520,2024-02-03 09:54:00,2024-02-03 11:22:00,88,162042042,10.105.125.124
